,mol_name,SMILES,PLANET_affinity
116,NS(=O)(=O)c3ccc(S(=O)(=O)Nc1cccc2c(Cl)c[nH]c12)cc3,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,7.636646
117,CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc2ccccc2,CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc1ccccc1,7.1821637
118,NS(=O)(=O)c5ccc(C/N=C(S)/N=c4/ccc(=c2c1ccc(O)cc1oc3cc(O)ccc23)c(C(O)=O)c4)cc5,NS(=O)(=O)c1ccc(C/N=C(S)/N=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1,8.804563
119,Cn1cccc1\C=N\CCc2ccc(S(N)(=O)=O)cc2,Cn1cccc1/C=N/CCc1ccc(S(N)(=O)=O)cc1,5.6937795
120,NS(=O)(=O)c2ccc(CC/N=C(\S)NC(CO)C(O)c1ccc(N(=O)=O)cc1)cc2,NS(=O)(=O)c1ccc(CC/N=C(\S)NC(CO)C(O)c2ccc([N+](=O)[O-])cc2)cc1,8.222549
121,NS(=O)(=O)c3nc2ccc(OCCOC(=O)c1c(F)c(F)c(F)c(F)c1F)cc2s3,NS(=O)(=O)c1nc2ccc(OCCOC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,8.714559
122,NS(=O)(=O)c3ccc(C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)OCc2ccccc2)cc3,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)OCc2ccccc2)cc1,6.5932727
123,NS(=O)(=O)c3ccc(C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O)cc3,NS(=O)(=O)c1ccc(C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,6.6776567
124,C[C@H](CCC(=O)Nc1nnc(S(N)(=O)=O)s1)[C@H]5CC[C@H]4C3[C@@H](O)C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]3CC[C@@]45C,C[C@H](CCC(=O)Nc1nnc(S(N)(=O)=O)s1)[C@H]1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8.722249
125,NS(=O)(=O)c3cc2cc(CN1CCOCC1)sc2s3,NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2s1,5.8663816
126,NS(=O)(=O)c3ccc(CCOC(=O)CN(CCN(CC(O)=O)c1ccccc1O)c2ccccc2O)cc3,NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CC(=O)O)c2ccccc2O)c2ccccc2O)cc1,8.519993
127,NS(=O)(=O)c2nnc(NC(=O)Nc1c(F)c(F)c(F)c(F)c1F)s2,NS(=O)(=O)c1nnc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)s1,7.4615536
128,NS(=O)(=O)c1ccc(N(=O)=O)cc1,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,6.2280483
129,CC2OC(Nc1ccc(S(N)(=O)=O)cc1)C(O)C(O)C2O,CC1OC(Nc2ccc(S(N)(=O)=O)cc2)C(O)C(O)C1O,7.4714513
130,NS(=O)(=O)c2ccc(NC(=O)CCN1CCOCC1)cc2,NS(=O)(=O)c1ccc(NC(=O)CCN2CCOCC2)cc1,5.8895354
131,CN2CCN(N/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)CC2,CN1CCN(N/N=C(\S)Nc2ccc(S(N)(=O)=O)cc2)CC1,6.1956124
132,COc3ccc2c(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)cc(=O)oc2c3,COc1ccc2c(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc(=O)oc2c1,7.7363725
133,NS(=O)(=O)c3ccc(Nn2c(=O)c1cccnc1c2=O)cc3,NS(=O)(=O)c1ccc(NN2C(=O)c3cccnc3C2=O)cc1,5.7626753
134,NS(=O)(=O)c3ccc(C(=O)NNC(=O)Nc2ccc(c1ccccc1)cc2)cc3,NS(=O)(=O)c1ccc(C(=O)NNC(=O)Nc2ccc(-c3ccccc3)cc2)cc1,6.1553507
135,Cc2cc(C)[n+](CC(=O)NCCc1ccc(S(N)(=O)=O)cc1)c(C)c2,Cc1cc(C)[n+](CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)c(C)c1,6.7254276
136,Cc5cn(c4cc(NC(=O)c3ccc(C)c(Nc2nccc(c1cccnc1)n2)c3)cc(C(F)(F)F)c4)cn5,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,7.928331
137,NS(=O)(=O)c2ccc(CCNS(=O)(=O)c1c(F)c(F)cc(F)c1F)cc2,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2c(F)c(F)cc(F)c2F)cc1,8.188454
138,NS(=O)(=O)c4ccc(Nc3ccnc(/N=C/c2coc1ccccc1c2=O)n3)cc4,NS(=O)(=O)c1ccc(Nc2ccnc(/N=C/c3coc4ccccc4c3=O)n2)cc1,7.2507606
139,NS(=O)(=O)c3ccc(CCNC(=O)c2cc1ccccc1oc2=O)cc3,NS(=O)(=O)c1ccc(CCNC(=O)c2cc3ccccc3oc2=O)cc1,6.953919
140,NN(\N=C(/S)NCCc1ccc(S(N)(=O)=O)cc1)c2c(F)c(F)c(F)c(F)c2F,NN(/N=C(\S)NCCc1ccc(S(N)(=O)=O)cc1)c1c(F)c(F)c(F)c(F)c1F,6.520232
141,NS(=O)(=O)c2cc(C(=O)N1CCCC1)c(Cl)cc2S,NS(=O)(=O)c1cc(C(=O)N2CCCC2)c(Cl)cc1S,5.5895348
142,C[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2nnc(S(N)(=O)=O)s2,C[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nnc(S(N)(=O)=O)s1,6.2946215
143,CC3(C)O[C@H]2[C@@H]1OS(=O)(=O)O[C@@H]1CC[C@@]2(COS(N)(=O)=O)O3,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CC[C@@]2(COS(N)(=O)=O)O1,6.446015
144,Cc2ccc(S(=O)(=O)NC(=O)Nc1c(Cl)c(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O)cc2,Cc1ccc(S(=O)(=O)NC(=O)Nc2c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c2Cl)cc1,9.685069
145,NS(=O)(=O)c3ccc(NS(=O)(=O)c2ccc(NSC(=S)N1CCOCC1)cc2)cc3,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)cc1,7.6140833
146,NNC(=O)c2[nH]c1ccc(S(N)(=O)=O)cc1c2c3ccccc3,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,8.00337
147,NS(=O)(=O)c3nnc(NS(=O)(=O)c2ccc(NC(\S)=N\CCN1CCNCC1)cc2)s3,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(N/C(S)=N/CCN3CCNCC3)cc2)s1,8.614057
148,NS(=O)(=O)c2cc1C(O)CCS(=O)c1s2,NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O,5.7402377
149,NS(=O)(=O)c2ccc(NC(/S)=N\Cc1ccccn1)cc2,NS(=O)(=O)c1ccc(N/C(S)=N\Cc2ccccn2)cc1,6.1635904
150,NS(=O)(=O)c3ccc(C(=O)OCc2cn([C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O)nn2)cc3,NS(=O)(=O)c1ccc(C(=O)OCc2cn([C@@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)nn2)cc1,7.0157914
151,NS(=O)(=O)c3ccc(NC(=O)CCN2CCN(Cc1ccccc1)CC2)cc3,NS(=O)(=O)c1ccc(NC(=O)CCN2CCN(Cc3ccccc3)CC2)cc1,7.311075
152,Cc2cc(C)[n+](CC(=O)OCCc1ccc(S(N)(=O)=O)cc1)c(C)c2,Cc1cc(C)[n+](CC(=O)OCCc2ccc(S(N)(=O)=O)cc2)c(C)c1,6.7757487
153,NS(=O)(=O)c3ccc(Nc2ccnc(NC(=O)c1c(F)c(F)c(F)c(F)c1F)n2)cc3,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,7.8550606
154,NS(=O)(=O)c3nnc(NCc1cc(=O)oc2cc(Cl)ccc12)s3,NS(=O)(=O)c1nnc(NCc2cc(=O)oc3cc(Cl)ccc23)s1,7.932924
155,NS(=O)(=O)c3ccc(Sc1ccccc1)c(C(=O)NCc2ccccc2)c3,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccc2)c1,8.292951
156,NS(=O)(=O)c2cc1NC(=O)CS(=O)(=O)c1s2,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(=O)N2,5.895952
157,CNC(=O)COC(=O)[C@@H]1CCCN1C(\S)=N/c2ccc(S(N)(=O)=O)cc2,CNC(=O)COC(=O)[C@@H]1CCCN1/C(S)=N\c1ccc(S(N)(=O)=O)cc1,4.628976
158,COC(=O)[C@H]3O[C@@H](On2cc(CNC(=O)c1ccc(S(N)(=O)=O)cc1)nn2)[C@H](O)[C@@H](O)[C@@H]3O,COC(=O)[C@H]1O[C@@H](On2cc(CNC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)[C@H](O)[C@@H](O)[C@@H]1O,6.3939953
159,NS(=O)(=O)c3ccc(SCc1ccccc1)c(C(=O)NCc2ccccc2)c3,NS(=O)(=O)c1ccc(SCc2ccccc2)c(C(=O)NCc2ccccc2)c1,7.999032
160,NS(=O)(=O)c2ccc(NC(=O)Cc1ccccn1)cc2,NS(=O)(=O)c1ccc(NC(=O)Cc2ccccn2)cc1,6.082071
161,NS(=O)(=O)c2nnc(NC(=O)CCSSCCC(=O)Nc1nnc(S(N)(=O)=O)s1)s2,NS(=O)(=O)c1nnc(NC(=O)CCSSCCC(=O)Nc2nnc(S(N)(=O)=O)s2)s1,8.152346
162,NS(=O)(=O)c2cc1NC(=O)CS(=O)c1s2,NS(=O)(=O)c1cc2c(s1)S(=O)CC(=O)N2,5.7063413
163,N[C@@H](Cc1ccccc1)C(=O)NCCOCCOCCNC(=O)c2ccc(S(N)(=O)=O)cc2,N[C@@H](Cc1ccccc1)C(=O)NCCOCCOCCNC(=O)c1ccc(S(N)(=O)=O)cc1,6.781211
164,NS(=O)(=O)c3ccc(CCNC(=O)c2sc1ccccc1c2Cl)cc3,NS(=O)(=O)c1ccc(CCNC(=O)c2sc3ccccc3c2Cl)cc1,7.5117555
165,Cc3cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc1nnc(S(N)(=O)=O)s1)cc2)c(C)c3,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc2)c(C)c1,8.849789
166,CCCCCC/C(=N\N)c1csc(S(N)(=O)=O)c1,CCCCCC/C(=N\N)c1csc(S(N)(=O)=O)c1,6.5517015
167,NS(=O)(=O)c2ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)OCc1ccccc1)cc2,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)OCc2ccccc2)cc1,6.10722
168,NS(=O)(=O)c3ccc2C(NC(=O)c1c(F)c(F)c(F)c(F)c1F)CCc2c3,NS(=O)(=O)c1ccc2c(c1)CCC2NC(=O)c1c(F)c(F)c(F)c(F)c1F,7.6550617
169,Cn1nc(S(N)(=O)=O)s/c1=N/S(=O)(=O)c3ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc3,Cn1nc(S(N)(=O)=O)s/c1=N\S(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,9.175468
170,NS(=O)(=O)c2ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(O)=O)cc2,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCCC2C(=O)O)cc1,6.836245
171,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,5.5936317
172,Nc2ccc(S(=O)(=O)NC1NN=C(S(N)(=O)=O)S1)cc2,Nc1ccc(S(=O)(=O)NC2NN=C(S(N)(=O)=O)S2)cc1,7.246439
173,NS(=O)(=O)c1cnccc1Sc3nc2ccc(N(=O)=O)cc2s3,NS(=O)(=O)c1cnccc1Sc1nc2ccc([N+](=O)[O-])cc2s1,7.3886805
174,CN5CCN(Cc4ccc(C(=O)Nc3ccc(C)c(Nc2nccc(c1cccnc1)n2)c3)cc4)CC5,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,6.9679446
175,NS(=O)(=O)c3ccc(CNC(=O)c2cc1ccccc1oc2=O)cc3,NS(=O)(=O)c1ccc(CNC(=O)c2cc3ccccc3oc2=O)cc1,6.5599594
176,NS(=O)(=O)c2ccc(NC(=O)Cc1ccccc1)c(Cl)c2,NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)c(Cl)c1,6.8014026
177,COc3ccc(CCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc2c(F)c(F)cc(F)c2F)cc3,COc1ccc(CCCNC(=O)c2cc(S(N)(=O)=O)cnc2Sc2c(F)c(F)cc(F)c2F)cc1,10.088036
178,NS(=O)(=O)c2ccc(C(=O)NCc1ccccn1)cc2,NS(=O)(=O)c1ccc(C(=O)NCc2ccccn2)cc1,6.0416503
179,C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,6.461317
180,NS(=O)(=O)c4cc3C=C(CN1CCOCC1)N(c2cccc(O)c2)S(=O)(=O)c3s4,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(O)c1)C(CN1CCOCC1)=C2,7.94434
181,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc2ccccc2,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,6.418787
182,Cc2cc(C)[n+](CCc1ccc(S(N)(=O)=O)cc1)c(C)c2C,Cc1cc(C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C)c1C,6.7554283
183,Nc2nccc(Nc1ccc(S(N)(=O)=O)cc1)n2,Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,6.486327
184,NS(=O)(=O)c4ccc(C(=O)NNC(=O)NC2c1ccccc1c3ccccc23)cc4,NS(=O)(=O)c1ccc(C(=O)NNC(=O)NC2c3ccccc3-c3ccccc32)cc1,6.8078403
185,Cc2cc(c1ccccc1)cc(C)[n+]2CC(=O)NNc3ccc(S(N)(=O)=O)cc3,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NNc1ccc(S(N)(=O)=O)cc1,7.076908
186,NS(=O)(=O)N1CCCCC1,NS(=O)(=O)N1CCCCC1,5.1882625
187,NS(=O)(=O)c3ccc(CNS(=O)(=O)c2ccc(NC(=O)c1c(F)c(F)cc(F)c1F)cc2)cc3,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(NC(=O)c3c(F)c(F)cc(F)c3F)cc2)cc1,7.5544286
188,NS(=O)(=O)c2ccc(C(=O)NCC(=O)NCC(=O)OCc1ccccc1)cc2,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)OCc2ccccc2)cc1,7.0221086
189,CC3(C)O[C@H]2[C@@H]1OS(=O)(=O)O[C@@H]1CO[C@@]2(COS(N)(=O)=O)O3,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,6.3760195
190,NS(=O)(=O)c1cnccc1Sc2ccccn2=O,NS(=O)(=O)c1cnccc1Sc1cccc[n+]1[O-],7.2506833
191,C[C@]34CCC1C(CCc2cc(OS(N)(=O)=O)ccc12)C3CC[C@@H]4OS(N)(=O)=O,C[C@]12CCC3c4ccc(OS(N)(=O)=O)cc4CCC3C1CC[C@@H]2OS(N)(=O)=O,7.384311
192,COc2ccc(S(=O)(=O)N(CC(=O)NO)OCc1ccccc1)cc2,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccccc2)cc1,7.2771034
193,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)CN(CCN(CC(O)=O)c2ccccc2O)c3ccccc3O,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O,9.667004
194,NS(=O)(=O)c3cc(C2(O)NC(=O)c1ccccc12)ccc3Cl,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,7.199824
195,NS(=O)(=O)c3ccc(CCn2c(=O)c1cccnc1c2=O)cc3,NS(=O)(=O)c1ccc(CCN2C(=O)c3cccnc3C2=O)cc1,5.359043
196,Cc2cc(C)[n+](CC(=O)\N=c1\sc(S(N)(=O)=O)nn1C)c(C)c2,Cc1cc(C)[n+](CC(=O)/N=c2/sc(S(N)(=O)=O)nn2C)c(C)c1,7.5756254
197,NS(=O)(=O)c2nnc(NS(=O)(=O)Cc1ccccc1)s2,NS(=O)(=O)c1nnc(NS(=O)(=O)Cc2ccccc2)s1,7.5564394
198,CNC(=O)COc2ccc(COC(=O)[C@H](C)\N=C(/S)Nc1ccc(S(N)(=O)=O)cc1)cc2,CNC(=O)COc1ccc(COC(=O)[C@H](C)/N=C(\S)Nc2ccc(S(N)(=O)=O)cc2)cc1,5.8104205
199,NS(=O)(=O)c3cc2cc(C(=O)NCCN1CCSCC1)sc2s3,NS(=O)(=O)c1cc2cc(C(=O)NCCN3CCSCC3)sc2s1,5.6514616
200,NS(=O)(=O)c3ccc(CC/N=C/c2coc1ccccc1c2=O)cc3,NS(=O)(=O)c1ccc(CC/N=C/c2coc3ccccc3c2=O)cc1,6.653028
201,Cc2cc(c1ccccc1)cc(C)[n+]2CC(=O)NCCc3ccc(S(N)(=O)=O)cc3,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,7.0805783
202,NS(=O)(=O)c3ccc(NC(=O)CN(CCN(CC(O)=O)c1ccccc1O)c2ccccc2O)c(Br)c3,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CC(=O)O)c2ccccc2O)c2ccccc2O)c(Br)c1,9.230399
203,NS(=O)(=O)c3cc2cc(CNCc1ccccn1)sc2o3,NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1,5.853116
204,Cc4cc(C)[n+](NC(=O)c2[nH]c1ccc(S(N)(=O)=O)cc1c2c3c(F)c(F)c(F)c(F)c3F)c(C)c4,Cc1cc(C)[n+](NC(=O)c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2c(F)c(F)c(F)c(F)c2F)c(C)c1,9.537548
205,NS(=O)(=O)c3ccc(C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)OCc1ccccc1)c2ccccc2)cc3,NS(=O)(=O)c1ccc(C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)OCc2ccccc2)c2ccccc2)cc1,6.932217
206,NS(=O)(=O)c3ccc(C/N=C/c2coc1ccccc1c2=O)cc3,NS(=O)(=O)c1ccc(C/N=C/c2coc3ccccc3c2=O)cc1,6.411791
207,Cc2cc(C)[n+](c1ccc(S(N)(=O)=O)cc1)c(C)c2C,Cc1cc(C)[n+](-c2ccc(S(N)(=O)=O)cc2)c(C)c1C,7.664868
208,NS(=O)(=O)c2ccc(CSCc1ccc(C(O)=O)cc1)cc2,NS(=O)(=O)c1ccc(CSCc2ccc(C(=O)O)cc2)cc1,6.6595573
209,Cn1cccc1\C=N\Cc2ccc(S(N)(=O)=O)cc2,Cn1cccc1/C=N/Cc1ccc(S(N)(=O)=O)cc1,5.3599386
210,NS(=O)(=O)Oc3ccc2c1CCCCCc1c(=O)oc2c3,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,5.1259246
211,NS(=O)(=O)c4nnc(NC(=O)CC23CC1CC(CC(C1)C2)C3)s4,NS(=O)(=O)c1nnc(NC(=O)CC23CC4CC(CC(C4)C2)C3)s1,6.7481537
212,NS(=O)(=O)c2nnc(NC(=O)c1cccc(C(O)=O)n1)s2,NS(=O)(=O)c1nnc(NC(=O)c2cccc(C(=O)O)n2)s1,6.958489
213,Cc2cc(c1ccccc1)cc(C)[n+]2CC(=O)Oc4ccc3nc(S(N)(=O)=O)sc3c4,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,8.816866
214,NS(=O)(=O)c2ccc(NC(=O)c1cccc(C(O)=O)n1)c(F)c2,NS(=O)(=O)c1ccc(NC(=O)c2cccc(C(=O)O)n2)c(F)c1,7.324792
215,NS(=O)(=O)c2ccc(CCOS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)cc2,NS(=O)(=O)c1ccc(CCOS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,8.362084
216,NS(=O)(=O)c2cc1S(=O)CCC(O)c1s2,NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O,5.7989473
217,Cc3cc2c(SC(NNc1ccncc1S(N)(=O)=O)=NS2(=O)=O)cc3Cl,Cc1cc2c(cc1Cl)SC(NNc1ccncc1S(N)(=O)=O)=NS2(=O)=O,8.596273
218,NS(=O)(=O)c4ccc(NC(=O)CSc3nc2sc1CCCCc1c2c(=O)n3CC=C)cc4,C=CCn1c(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2sc3c(c2c1=O)CCCC3,5.925501
219,CC2CCN(CC(=O)Nc1nnc(S(N)(=O)=O)s1)CC2,CC1CCN(CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC1,6.3244953
220,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc12,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,7.185482
221,NS(=O)(=O)c3ccc(Sc1ccccc1)c(C(=O)NCc2ccccn2)c3,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccn2)c1,8.123567
222,NS(=O)(=O)c2ccc(CCNC(=O)CCCCCNc1ccn(O)c(=O)n1)cc2,NS(=O)(=O)c1ccc(CCNC(=O)CCCCCNc2ccn(O)c(=O)n2)cc1,6.892964
223,CC(C)(C)C(=O)Oc2ccc1sc(S(N)(=O)=O)cc1c2,CC(C)(C)C(=O)Oc1ccc2sc(S(N)(=O)=O)cc2c1,6.6290674
224,CC(C)(C)c2ccc(S(=O)(=O)CNc1ccc(S(N)(=O)=O)cc1)cc2,CC(C)(C)c1ccc(S(=O)(=O)CNc2ccc(S(N)(=O)=O)cc2)cc1,8.225143
225,C[C@H](CCC(=O)Nc2ccc1nc(S(N)(=O)=O)sc1c2)[C@H]6CC[C@H]5C4CC[C@@H]3C[C@H](O)CC[C@]3(C)[C@H]4CC[C@@]56C,C[C@H](CCC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8.189511
226,NS(=O)(=O)c2nnc(NC(=O)CCNSC(=S)N1CCOCC1)s2,NS(=O)(=O)c1nnc(NC(=O)CCNSC(=S)N2CCOCC2)s1,5.8141375
227,C[C@H](CCC(=O)NCc1ccc(S(N)(=O)=O)cc1)[C@H]5CC[C@H]4C3[C@@H](O)C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]3CC[C@@]45C,C[C@H](CCC(=O)NCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8.258978
228,NS(=O)(=O)c2ccc(CC/N=C(\S)NNCCN1CCOCC1)cc2,NS(=O)(=O)c1ccc(CC/N=C(\S)NNCCN2CCOCC2)cc1,6.6886554
229,NS(=O)(=O)c3cc2cc(CN1CCS(=O)CC1)sc2s3,NS(=O)(=O)c1cc2cc(CN3CCS(=O)CC3)sc2s1,6.594245
230,NS(=O)(=O)c2ccc(C(=O)NCC(=O)N1CCCC1C(O)=O)cc2,NS(=O)(=O)c1ccc(C(=O)NCC(=O)N2CCCC2C(=O)O)cc1,6.634989
231,NS(=O)(=O)c3ccc(/N=C/c2coc1ccccc1c2=O)cc3,NS(=O)(=O)c1ccc(/N=C/c2coc3ccccc3c2=O)cc1,6.3303323
232,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)c2c(F)c(F)cc(F)c2F,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)c1c(F)c(F)cc(F)c1F,8.598899
233,Cc2cc(c1ccccc1)cc(C)[n+]2c4ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc4,Cc1cc(-c2ccccc2)cc(C)[n+]1-c1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,9.466931
234,NS(=O)(=O)c2ccc(C(=O)NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O)cc2,NS(=O)(=O)c1ccc(C(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)cc1,6.3130026
235,NS(=O)(=O)c3ccc(CCNC(=O)CN(CC(O)=O)S(=O)(=O)c2ccc(Oc1ccccc1)cc2)cc3,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)O)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1,8.717787
236,CCN(SC(=S)N1CCOCC1)C2CC(C)S(=O)(=O)c3sc(S(N)(=O)=O)cc23,CCN(SC(=S)N1CCOCC1)C1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,6.537488
237,NS(=O)(=O)c2nnc(NSC(=S)N1CCOCC1)s2,NS(=O)(=O)c1nnc(NSC(=S)N2CCOCC2)s1,4.7392383
238,NS(=O)(=O)N(Cc1ccccc1)Cc2ccccc2,NS(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,4.927089
239,CC4(C)O[C@@H]3CO[C@@]2(CNC(=S)Nc1ccc(S(N)(=O)=O)cc1F)OC(C)(C)O[C@H]2[C@@H]3O4,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(CNC(=S)Nc4ccc(S(N)(=O)=O)cc4F)OC(C)(C)O[C@@H]23)O1,5.2440963
240,COc4ccc(S(=O)(=O)N(CC(=O)NO)OC2C1CC3CC(C1)CC2C3)cc4,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC2C3CC4CC(C3)CC2C4)cc1,7.771609
241,Nc2nc(N)nc(NCCc1ccc(S(N)(=O)=O)cc1)n2,Nc1nc(N)nc(NCCc2ccc(S(N)(=O)=O)cc2)n1,6.1419463
242,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,5.588925
243,NS(=O)(=O)c2ccc(CCNC(=S)Nc1ccccc1)cc2,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccccc2)cc1,5.9443793
